Order_ID,Приоритет,Количество,Выручка,Метод доставки,Прибыль,Покупатель,Регион,Продукт,Упаковка продукта,Сегмент покупателя,Категория продукта,Подкатегория продукта,Менеджер,Стоимость доставки,Дата
56001.0,Low,17.0,118.36,Express Air,-60.65,Alex Avila,West,Xerox 210,Small Box,,,,,,
2720.0,Critical,36.0,2051.02,Express Air,483.97,Christopher Martinez,West,StarTAC 7760,Small Box,,,,,,
4642.0,Critical,21.0,309.62,Express Air,-80.2,Shahid Shariari,West,Project Tote Personal File,Small Box,,,,,,
8801.0,Low,25.0,2529.4,Express Air,371.21,Thomas Brumley,West,270c,Small Box,,,,,,
11332.0,Low,23.0,1223.38,Express Air,83.57,Liz Price,West,i500plus,Small Box,,,,,,
17702.0,High,9.0,264.63,Express Air,-66.78,Mark Cousins,West,Belkin MediaBoard 104- Keyboard,Small Box,,,,,,
17831.0,Critical,38.0,260.41,Express Air,-45.75,Ricardo Emerson,West,Xerox 1947,Small Box,,,,,,
20389.0,High,30.0,201.35,Express Air,-107.37,Liz Price,West,Xerox 1920,Small Box,,,,,,
22657.0,High,36.0,9544.18,Express Air,,Ralph Kennedy,West,"Hayes Optima 56K V,90 Internal Voice Modem",Small Box,,,,,,
25635.0,Critical,14.0,633.08,Express Air,145.48,Sally Knutson,West,Belkin F9M820V08 8 Outlet Surge,Small Box,,,,,,
29185.0,High,5.0,217.85,Express Air,-25.31,Rob Dowd,West,Xerox 1893,Small Box,,,,,,
29985.0,Critical,22.0,196.75,Express Air,0.13,Khloe Miller,West,Staples Plastic Wall Frames,Small Box,,,,,,
31872.0,Low,34.0,2833.19,Express Air,,Vicky Freymann,West,Ames Color-FileВ® Green Diamond Border X-ray Mailers,Small Box,,,,,,
32611.0,Medium,18.0,986.24,Express Air,68.9,Neil Knudson,West,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box,,,,,,
36803.0,Not Specified,2.0,19.0,Express Air,73.0,Ralph Kennedy,West,EldonВ® Wave Desk Accessories,Small Box,,,,,,
36805.0,Medium,28.0,1546.4,Express Air,226.72,Shahid Shariari,West,g520,Small Box,,,,,,
44451.0,Critical,4.0,103.9,Express Air,-19.26,Khloe Miller,Atlantic,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,,,,,,
45059.0,Not Specified,39.0,3401.8,Express Air,-508.87,Tony Chapman,Atlantic,Fellowes Stor/DrawerВ® Steel Plusв„ў Storage Drawers,Small Box,,,,,,
45731.0,Critical,19.0,146.63,Express Air,-30.06,Gene Hale,Atlantic,Xerox 1894,Small Box,,,,,,
47108.0,Not Specified,26.0,258.11,Express Air,95.0,Justin Hirsh,Atlantic,Xerox 1896,Small Box,,,,,,
47108.0,Not Specified,9.0,1288.52,Express Air,-382.57,Justin Hirsh,Atlantic,2180,Small Box,,,,,,
50208.0,Medium,4.0,38.76,Express Air,-12.13,Sarah Bern,Atlantic,Avery Hole Reinforcements,Small Box,,,,,,
51525.0,Critical,18.0,360.24,Express Air,-36.24,Patrick O'Brill,Atlantic,Belkin 105-Key Black Keyboard,Small Box,,,,,,
52933.0,Low,44.0,210.46,Express Air,50.04,Liz Price,Atlantic,Avery Non-Stick Binders,Small Box,,,,,,
53894.0,Critical,29.0,5159.37,Express Air,,Cathy Armstrong,Atlantic,5125,Small Box,,,,,,
56610.0,Medium,20.0,857.95,Express Air,51.85,Justin Hirsh,Atlantic,"Fellowes Mobile Numeric Keypad, Graphite",Small Box,,,,,,
3393.0,High,7.0,127.74,Express Air,-5.57,Steve Carroll,Atlantic,Logitech Access Keyboard,Small Box,,,,,,
7015.0,Not Specified,42.0,7143.93,Express Air,,Matt Abelman,Atlantic,T65,Small Box,,,,,,
9925.0,Critical,43.0,1751.68,Express Air,771.83,Chad Sievert,Atlantic,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Small Box,,,,,,
20455.0,Critical,7.0,381.2,Express Air,-233.56,Dana Kaydos,Atlantic,V 3600 Series,Small Box,,,,,,
38625.0,Not Specified,28.0,2752.0,Express Air,336.47,Chad Sievert,West,"US Robotics 56K V,92 External Faxmodem",Small Box,,,,,,
41217.0,High,23.0,1314.64,Express Air,575.38,Nathan Cano,West,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,,,,,,
41927.0,Not Specified,46.0,2332.23,Express Air,,Matt Abelman,West,Xerox 1885,Small Box,,,,,,
48230.0,Not Specified,39.0,1140.26,Express Air,387.2,Dana Kaydos,Prarie,"Deflect-o SuperTrayв„ў Unbreakable Stackable Tray, Letter, Black",Small Box,,,,,,
53600.0,Medium,8.0,55.59,Express Air,-17.95,Roland Black,Prarie,Wilson Jones Impact Binders,Small Box,,,,,,
54150.0,Critical,12.0,2011.64,Express Air,-53.69,Bart Watters,Prarie,CF 888,Small Box,,,,,,
2147.0,Not Specified,15.0,605.1,Express Air,92.81,Hallie Redmond,Prarie,Belkin 8 Outlet Surge Protector,Small Box,,,,,,
14503.0,Not Specified,14.0,438.47,Express Air,157.89,Bruce Stewart,Prarie,Surelockв„ў Post Binders,Small Box,,,,,,
16165.0,Not Specified,4.0,136.68,Express Air,-125.16,Hallie Redmond,Prarie,Fellowes 17-key keypad for PS/2 interface,Small Box,,,,,,
16165.0,Not Specified,19.0,3555.29,Express Air,183.28,Hallie Redmond,Prarie,Fellowes StaxonsteelВ® Drawer Files,Small Box,,,,,,
24386.0,High,15.0,76.94,Express Air,29.67,Bruce Stewart,Prarie,Avery 491,Small Box,,,,,,
26016.0,High,44.0,1642.64,Express Air,314.84,Ken Lonsdale,Prarie,KF 788,Small Box,,,,,,
28130.0,Low,23.0,404.24,Express Air,-76.99,Guy Thornton,Ontario,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,,,,,,
28130.0,Low,32.0,1381.88,Express Air,598.2,Guy Thornton,Ontario,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box,,,,,,
28290.0,Low,43.0,1307.35,Express Air,-154.24,Maria Bertelson,Ontario,"Fellowes Internet Keyboard, Platinum",Small Box,,,,,,
28290.0,Low,3.0,523.58,Express Air,-179.36,Maria Bertelson,Ontario,Fellowes Super Stor/DrawerВ® Files,Small Box,,,,,,
31238.0,Medium,21.0,7512.03,Express Air,,Joseph Airdo,Ontario,Hoover WindTunnelв„ў Plus Canister Vacuum,Small Box,,,,,,
41059.0,Medium,26.0,363.16,Express Air,92.0,Lycoris Saunders,Ontario,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,,,,,,
43424.0,Not Specified,34.0,772.56,Express Air,143.87,Maria Bertelson,Ontario,Belkin F5C206VTEL 6 Outlet Surge,Small Box,,,,,,
46243.0,Low,31.0,614.35,Express Air,78.89,Maria Bertelson,Ontario,Computer Printout Paper with Letter-Trim Perforations,Small Box,,,,,,
51361.0,Low,14.0,76.06,Express Air,-35.99,Meg O'Connel,Ontario,Xerox 199,Small Box,,,,,,
51780.0,Low,42.0,372.69,Express Air,-177.03,Rob Beeghly,Ontario,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,,,,,,
59909.0,Low,46.0,411.56,Express Air,-188.02,Christina Vanderzanden,Ontario,Staples File Caddy,Small Box,,,,,,
15808.0,Critical,42.0,906.64,Express Air,-148.93,Bill Donatelli,Ontario,"Avery Flip-Chart Easel Binder, Black",Small Box,,,,,,
21091.0,High,32.0,270.73,Express Air,-54.57,Bill Donatelli,Ontario,GBC Instant Indexв„ў System for Binding Systems,Small Box,,,,,,
28420.0,Low,2.0,45.64,Express Air,-0.11,Bill Donatelli,Ontario,Park Ridgeв„ў Embossed Executive Business Envelopes,Small Box,,,,,,
33255.0,Critical,19.0,108.21,Express Air,-50.02,Russell Applegate,Ontario,"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb, and 84 Bright)",Small Box,,,,,,
35584.0,Medium,15.0,150.33,Express Air,-98.23,Joel Jenkins,Ontario,Filing/Storage Totes and Swivel Casters,Small Box,,,,,,
35908.0,Not Specified,45.0,529.28,Express Air,-30.27,Brad Eason,Ontario,Portable Personal File Box,Small Box,,,,,,
293.0,High,27.0,244.57,Regular Air,46.71,Barry French,Nunavut,"Cardinal Slant-DВ® Ring Binder, Heavy Gauge Vinyl",Small Box,,,,,,
1792.0,Low,28.0,370.48,Regular Air,-5.45,Carlos Soltero,Nunavut,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,,,,,,
6980.0,Not Specified,18.0,136.29,Regular Air,-77.28,Ralph Knight,Nunavut,"Angle-D Binders with Locking Rings, Label Holders",Small Box,,,,,,
8995.0,High,42.0,266.36,Regular Air,-191.28,Beth Paige,Northwest Territories,Xerox 217,Small Box,,,,,,
10945.0,Medium,14.0,1170.03,Regular Air,22.0,Ralph Knight,Northwest Territories,600 Series Flip,Small Box,,,,,,
11911.0,Critical,25.0,397.84,Regular Air,-14.75,Edward Hooks,Northwest Territories,"GBC Twin Loopв„ў Wire Binding Elements, 9/16"" Spine, Black",Small Box,,,,,,
14726.0,Low,15.0,310.87,Regular Air,-21.48,Ralph Knight,Northwest Territories,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,,,,,,
16932.0,Critical,25.0,144.84,Regular Air,-120.99,Carlos Soltero,Northwest Territories,Xerox 1924,Small Box,,,,,,
21889.0,Low,21.0,1049.79,Regular Air,135.79,Becky Castell,Northwest Territories,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Small Box,,,,,,
21889.0,Low,16.0,817.18,Regular Air,103.38,Becky Castell,Northwest Territories,Recycled Steel Personal File for Standard File Folders,Small Box,,,,,,
22532.0,Critical,13.0,121.66,Regular Air,-11.8,Carlos Soltero,Northwest Territories,GBC Standard Plastic Binding Systems Combs,Small Box,,,,,,
27109.0,Critical,48.0,538.22,Regular Air,-154.66,Barry French,Northwest Territories,Micro Innovations 104 Keyboard,Small Box,,,,,,
28675.0,Critical,15.0,822.84,Regular Air,39.0,Ralph Knight,Northwest Territories,252,Small Box,,,,,,
29287.0,High,50.0,281.39,Regular Air,-106.4,Edward Hooks,Northwest Territories,Binder Posts,Small Box,,,,,,
38884.0,High,47.0,256.0,Regular Air,-119.84,Edward Hooks,Northwest Territories,"Xerox 4200 Series MultiUse Premium Copy Paper (20Lb, and 84 Bright)",Small Box,,,,,,
40160.0,Critical,23.0,1404.22,Regular Air,202.87,Julia West,Northwest Territories,"Howard Miller 16"" Diameter Gallery Wall Clock",Small Box,,,,,,
45217.0,Not Specified,40.0,6789.93,Regular Air,,Ralph Knight,Northwest Territories,2160i,Small Box,,,,,,
55363.0,High,14.0,2232.06,Regular Air,542.16,Ralph Arnett,Northwest Territories,"Dual Level, Single-Width Filing Carts",Small Box,,,,,,
57127.0,Low,13.0,735.54,Regular Air,171.82,Ralph Knight,Northwest Territories,Xerox 194,Small Box,,,,,,
58055.0,Critical,26.0,208.6,Regular Air,-56.45,Julia West,Atlantic,"EldonВ® Expressionsв„ў Wood Desk Accessories, Oak",Small Box,,,,,,
59202.0,Medium,7.0,83.81,Regular Air,21.92,Andrew Gjertsen,Atlantic,Avery 485,Small Box,,,,,,
59585.0,High,45.0,712.04,Regular Air,-110.93,Edward Hooks,Atlantic,"AT&T Black Trimline Phone, Model 210",Small Box,,,,,,
645.0,High,42.0,557.85,Regular Air,89.45,Harold Engle,Atlantic,GBC Binding covers,Small Box,,,,,,
13120.0,Low,46.0,590.43,Regular Air,82.59,Joy Smith,Atlantic,GBC Binding covers,Small Box,,,,,,
13120.0,Low,8.0,216.33,Regular Air,-17.37,Joy Smith,Atlantic,GBC Standard Therm-A-Bind Covers,Small Box,,,,,,
15618.0,Medium,9.0,50.93,Regular Air,-34.98,Joy Smith,Atlantic,Xerox 1928,Small Box,,,,,,
15618.0,Medium,44.0,792.8,Regular Air,26.27,Joy Smith,Atlantic,Xerox 1939,Small Box,,,,,,
15618.0,Medium,14.0,782.45,Regular Air,-11.4,Joy Smith,Atlantic,StarTAC 7760,Small Box,,,,,,
16419.0,Not Specified,43.0,241.19,Regular Air,-103.65,Joy Smith,Atlantic,Xerox 1978,Small Box,,,,,,
30499.0,High,16.0,92.06,Regular Air,,Carlos Soltero,Atlantic,Wausau Papers AstrobrightsВ® Colored Envelopes,Small Box,,,,,,
34978.0,High,49.0,165.51,Regular Air,-269.91,Carlos Soltero,Atlantic,Self-Adhesive Ring Binder Labels,Small Box,,,,,,
35558.0,Critical,2.0,34.88,Regular Air,-22.12,Carlos Soltero,Atlantic,9-3/4 Diameter Round Wall Clock,Small Box,,,,,,
41570.0,Not Specified,24.0,2289.92,Regular Air,,Harold Engle,Atlantic,Xerox 1941,Small Box,,,,,,
46119.0,Critical,23.0,93.05,Regular Air,15.27,Carlos Soltero,Atlantic,Durable Pressboard Binders,Small Box,,,,,,
52130.0,Low,13.0,63.33,Regular Air,-39.96,Carlos Soltero,Prarie,ACCOHIDEВ® Binder by Acco,Small Box,,,,,,
52130.0,Low,36.0,1436.55,Regular Air,-4.01,Carlos Soltero,Prarie,Eldon Executive Woodline II Cherry Finish Desk Accessories,Small Box,,,,,,
53508.0,High,13.0,1072.22,Regular Air,149.64,Joy Smith,Prarie,Logitech Cordless Navigator Duo,Small Box,,,,,,
450.0,Not Specified,35.0,543.72,Regular Air,-211.13,Matt Collins,West,Hanging Personal Folder File,Small Box,,,,,,
1028.0,High,11.0,2021.15,Regular Air,-60.39,Matt Collins,West,3285,Small Box,,,,,,
2883.0,Low,34.0,2154.34,Regular Air,177.66,Rob Haberlin,West,Fellowes Bankers Boxв„ў StaxonsteelВ® Drawer File/Stacking System,Small Box,,,,,,
5318.0,High,8.0,1042.25,Regular Air,195.16,Matt Collins,West,Kensington 7 Outlet MasterPieceВ® HOMEOFFICE Power Control Center,Small Box,,,,,,
6115.0,Medium,25.0,409.08,Regular Air,78.86,Matt Collins,West,"Seth Thomas 13 1/2"" Wall Clock",Small Box,,,,,,
9792.0,Low,14.0,84.09,Regular Air,-73.14,Sally Knutson,West,3M Organizer Strips,Small Box,,,,,,
14275.0,Low,20.0,42.22,Regular Air,-7.73,Gene Hale,West,Economy Binders,Small Box,,,,,,
14535.0,Not Specified,22.0,245.96,Regular Air,-33.82,Gene Hale,West,X-Rackв„ў File for Hanging Folders,Small Box,,,,,,
17926.0,Critical,37.0,608.33,Regular Air,-70.04,Sally Knutson,West,Eldon Jumbo ProFileв„ў Portable File Boxes Graphite/Black,Small Box,,,,,,
49634.0,Not Specified,45.0,132.31,Regular Air,91.0,Sally Knutson,West,Avery Durable Binders,Small Box,,,,,,
53825.0,Low,36.0,1646.05,Regular Air,649.8,Joy Smith,West,Xerox 1885,Small Box,,,,,,
21509.0,High,13.0,47.93,Regular Air,15.82,Dennis Bolton,West,Avery 487,Small Box,,,,,,
52326.0,Low,41.0,152.28,Regular Air,-154.81,Dennis Bolton,West,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Small Box,,,,,,
54947.0,Not Specified,42.0,1498.46,Regular Air,565.37,Peter Buhler,West,Hand-Finished Solid Wood Document Frame,Small Box,,,,,,
4257.0,Medium,45.0,253.89,Regular Air,-83.66,Liz Price,West,Staples Brown Kraft Recycled Clasp Envelopes,Small Box,,,,,,
5698.0,Medium,15.0,297.05,Regular Air,-16.89,Kristina Nunn,West,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,,,,,,
5698.0,Medium,7.0,108.26,Regular Air,25.51,Kristina Nunn,West,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,,,,,,
11301.0,Medium,29.0,1194.96,Regular Air,107.45,Tony Chapman,West,Microsoft Natural Keyboard Elite,Small Box,,,,,,
16161.0,Medium,49.0,2692.69,Regular Air,768.32,Kristina Nunn,West,6162i,Small Box,,,,,,
20038.0,Low,42.0,173.44,Regular Air,-172.4,Sally Knutson,West,Eldon Image Series Black Desk Accessories,Small Box,,,,,,
20422.0,High,5.0,15.38,Regular Air,61.0,Gene Hale,West,Avery 498,Small Box,,,,,,
24450.0,Critical,37.0,443.35,Regular Air,-21.73,Kristina Nunn,West,Staples 6 Outlet Surge,Small Box,,,,,,
24450.0,Critical,4.0,30.85,Regular Air,-12.88,Kristina Nunn,West,Xerox 1903,Small Box,,,,,,
25031.0,High,20.0,100.11,Regular Air,-41.7,Sally Knutson,West,"Staples Copy Paper (20Lb, and 84 Bright)",Small Box,,,,,,
25830.0,Low,5.0,25.34,Regular Air,-21.29,Justin Hirsh,West,Eureka Disposable Bags for SanitaireВ® Vibra Groomer IВ® Upright Vac,Small Box,,,,,,
25830.0,Low,11.0,178.57,Regular Air,-37.39,Justin Hirsh,West,Recycled Premium Regency Composition Covers,Small Box,,,,,,
30147.0,Not Specified,37.0,740.14,Regular Air,29.73,Cathy Armstrong,West,12-1/2 Diameter Round Wall Clock,Small Box,,,,,,
30310.0,Medium,21.0,2024.03,Regular Air,4.0,Thomas Brumley,West,StarTAC 6500,Small Box,,,,,,
35649.0,Medium,9.0,43.26,Regular Air,3.0,Justin Hirsh,West,Tuff Stuffв„ў Recycled Round Ring Binders,Small Box,,,,,,
35649.0,Medium,25.0,174.03,Regular Air,-42.37,Justin Hirsh,West,Xerox 1994,Small Box,,,,,,
41412.0,Not Specified,47.0,263.81,Regular Air,-237.54,Shahid Shariari,West,3M Organizer Strips,Small Box,,,,,,
42339.0,Critical,31.0,206.54,Regular Air,-178.82,Cathy Armstrong,West,Xerox 1993,Small Box,,,,,,
43111.0,High,27.0,4722.83,Regular Air,,Sally Knutson,West,GBC DocuBind P100 Manual Binding Machine,Small Box,,,,,,
47520.0,Not Specified,36.0,277.88,Regular Air,-64.41,Liz Price,Atlantic,GBC VeloBinder Strips,Small Box,,,,,,
47520.0,Not Specified,47.0,925.3,Regular Air,257.31,Liz Price,Atlantic,Xerox Blank Computer Paper,Small Box,,,,,,
49088.0,Critical,31.0,1295.54,Regular Air,214.23,Kristina Nunn,Atlantic,Xerox 1893,Small Box,,,,,,
49634.0,Not Specified,39.0,403.73,Regular Air,-44.13,Sally Knutson,Atlantic,Belkin 6 Outlet Metallic Surge Strip,Small Box,,,,,,
53025.0,Critical,32.0,195.57,Regular Air,-132.93,Justin Hirsh,Atlantic,Xerox 1920,Small Box,,,,,,
54304.0,High,11.0,558.62,Regular Air,118.32,Justin Hirsh,Atlantic,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,,,,,,
56321.0,Critical,24.0,135.88,Regular Air,-75.39,Shahid Shariari,Atlantic,Wilson Jones вЂњSnapвЂќ Scratch Pad Binder Tool for Ring Binders,Small Box,,,,,,
57671.0,Not Specified,6.0,22.78,Regular Air,96.0,Liz Price,Atlantic,Avery 510,Small Box,,,,,,
58978.0,Low,13.0,75.89,Regular Air,-31.01,Kristina Nunn,Atlantic,Xerox 193,Small Box,,,,,,
5092.0,Low,25.0,978.77,Regular Air,220.91,John Castell,Atlantic,Xerox 1892,Small Box,,,,,,
8257.0,Low,18.0,881.32,Regular Air,373.67,David Philippe,Atlantic,Xerox 1910,Small Box,,,,,,
9285.0,Critical,3.0,124.81,Regular Air,-11.94,David Philippe,Atlantic,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,,,,,,
20642.0,High,32.0,135.2,Regular Air,59.4,Darren Koutras,Atlantic,Avery 506,Small Box,,,,,,
30467.0,Critical,5.0,2019.65,Regular Air,289.88,John Castell,West,GBC DocuBind 200 Manual Binding Machine,Small Box,,,,,,
33893.0,Not Specified,6.0,232.21,Regular Air,-14.03,Sarah Jordon,West,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Small Box,,,,,,
38656.0,Low,13.0,64.46,Regular Air,25.16,John Castell,West,Avery 478,Small Box,,,,,,
44610.0,High,31.0,127.9,Regular Air,54.21,Hunter Lopez,West,Avery 506,Small Box,,,,,,
53667.0,Medium,33.0,112.36,Regular Air,-159.74,Steve Carroll,Prarie,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,,,,,,
53667.0,Medium,16.0,481.05,Regular Air,46.51,Steve Carroll,Prarie,Accessory35,Small Box,,,,,,
55429.0,High,43.0,260.59,Regular Air,-157.76,Nathan Cano,Prarie,Xerox 214,Small Box,,,,,,
3463.0,Critical,43.0,264.75,Regular Air,-212.51,Julia Dunbar,Prarie,Xerox 212,Small Box,,,,,,
5538.0,Critical,43.0,1281.28,Regular Air,415.85,Julia Dunbar,Prarie,Binding Machine Supplies,Small Box,,,,,,
5538.0,Critical,4.0,430.85,Regular Air,-492.77,Julia Dunbar,Prarie,8290,Small Box,,,,,,
9155.0,Critical,17.0,518.8,Regular Air,54.63,Ken Lonsdale,Prarie,GBC Linen Binding Covers,Small Box,,,,,,
12292.0,Not Specified,32.0,824.24,Regular Air,-127.23,Ken Lonsdale,Prarie,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,,,,,,
23713.0,Not Specified,38.0,3701.52,Regular Air,894.06,Katrina Bavinger,Prarie,8890,Small Box,,,,,,
26016.0,High,2.0,154.94,Regular Air,-358.43,Ken Lonsdale,Prarie,Micro Innovations Media Access Pro Keyboard,Small Box,,,,,,
32452.0,Medium,3.0,8.0,Regular Air,-2.03,Joseph Airdo,Ontario,Avery 507,Small Box,,,,,,
33378.0,High,25.0,945.36,Regular Air,219.85,Joseph Airdo,Ontario,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,,,,,,
38240.0,High,4.0,41.53,Regular Air,-15.53,Ken Lonsdale,Ontario,Avery Printable Repositionable Plastic Tabs,Small Box,,,,,,
38917.0,Low,11.0,618.2,Regular Air,-132.53,Joseph Airdo,Ontario,6120,Small Box,,,,,,
50336.0,Not Specified,9.0,58.98,Regular Air,-17.79,Joseph Airdo,Ontario,Avery Binding System Hidden Tabв„ў Executive Style Index Sets,Small Box,,,,,,
52071.0,Not Specified,14.0,136.85,Regular Air,-4.43,Annie Thurman,Ontario,GBC Standard Plastic Binding Systems Combs,Small Box,,,,,,
52071.0,Not Specified,1.0,74.0,Regular Air,-11.39,Annie Thurman,Ontario,Staples Plastic Wall Frames,Small Box,,,,,,
26759.0,Not Specified,30.0,251.11,Regular Air,10.0,Bobby Odegard,Ontario,XtraLifeВ® ClearVueв„ў Slant-DВ® Ring Binders by Cardinal,Small Box,,,,,,
483.0,High,30.0,4965.76,Regular Air,,Clay Rozendal,Nunavut,R380,Small Box,,,,,,
613.0,High,12.0,93.54,Regular Air,-54.04,Carl Jackson,Nunavut,"Angle-D Binders with Locking Rings, Label Holders",Small Box,,,,,,
613.0,High,22.0,905.08,Regular Air,127.7,Carl Jackson,Nunavut,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,,,,,,
1344.0,Low,15.0,834.9,Regular Air,-11.68,Jim Radford,Nunavut,g520,Small Box,,,,,,
1344.0,Low,18.0,2480.92,Regular Air,313.58,Jim Radford,Nunavut,LX 788,Small Box,,,,,,
1539.0,Low,33.0,511.83,Regular Air,-172.88,Carl Ludwig,Nunavut,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,,,,,,
2532.0,High,39.0,282.07,Regular Air,140.01,Alan Barnes,Nunavut,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,,,,,,
2791.0,High,47.0,191.67,Regular Air,-236.27,Eugene Barchas,Nunavut,Avery Binder Labels,Small Box,,,,,,
2791.0,High,18.0,507.64,Regular Air,118.94,Eugene Barchas,Nunavut,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,,,,,,
3908.0,Medium,8.0,820.28,Regular Air,-180.2,Dorothy Wardle,Nunavut,6160,Small Box,,,,,,
4132.0,Not Specified,5.0,14.76,Regular Air,-32.0,Aaron Bergman,Nunavut,Avery 49,Small Box,,,,,,
5569.0,Not Specified,12.0,118.97,Regular Air,-0.06,Frank Price,Nunavut,"Eldon Expressionsв„ў Desk Accessory, Wood Pencil Holder, Oak",Small Box,,,,,,
5894.0,High,7.0,384.33,Regular Air,87.68,Ann Chong,Nunavut,Avery Arch Ring Binders,Small Box,,,,,,
5894.0,High,3.0,239.03,Regular Air,-68.22,Ann Chong,Nunavut,APC 7 Outlet Network SurgeArrest Surge Protector,Small Box,,,,,,
6182.0,Low,40.0,255.48,Regular Air,-116.79,Grant Carroll,Nunavut,Xerox 1966,Small Box,,,,,,
6982.0,Not Specified,41.0,844.09,Regular Air,52.56,Dorothy Wardle,Nunavut,12-1/2 Diameter Round Wall Clock,Small Box,,,,,,
7430.0,Medium,50.0,751.77,Regular Air,353.2,Barry Weirich,Nunavut,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,,,,,,
9126.0,Medium,47.0,2799.7,Regular Air,884.08,Sylvia Foulston,Northwest Territories,"Acco Smartsocketв„ў Table Surge Protector, 6 Color-Coded Adapter Outlets",Small Box,,,,,,
9763.0,Medium,44.0,176.26,Regular Air,75.13,Alan Barnes,Northwest Territories,Avery 506,Small Box,,,,,,
10437.0,Critical,50.0,820.52,Regular Air,-191.22,Don Jones,Northwest Territories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,,,,,,
10535.0,Low,25.0,854.88,Regular Air,-44.14,Doug Bickford,Northwest Territories,"LindenВ® 12"" Wall Clock With Oak Frame",Small Box,,,,,,
11202.0,Medium,8.0,339.81,Regular Air,79.59,Barry Weirich,Northwest Territories,Satellite Sectional Post Binders,Small Box,,,,,,
11941.0,Critical,4.0,73.07,Regular Air,-41.01,Jamie Kunitz,Northwest Territories,Hanging Personal Folder File,Small Box,,,,,,
12352.0,Medium,5.0,36.86,Regular Air,-32.82,Hunter Glantz,Northwest Territories,Fellowes Black Plastic Comb Bindings,Small Box,,,,,,
12544.0,Low,34.0,74.3,Regular Air,-129.01,Jim Radford,Northwest Territories,EldonВ® Wave Desk Accessories,Small Box,,,,,,
13346.0,Low,44.0,268.34,Regular Air,-240.83,Doug Bickford,Northwest Territories,Xerox 224,Small Box,,,,,,
16193.0,Not Specified,8.0,300.2,Regular Air,41.0,Frank Price,Northwest Territories,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,,,,,,
16423.0,Medium,19.0,128.21,Regular Air,-55.13,Bryan Davis,Northwest Territories,Xerox 20,Small Box,,,,,,
16451.0,Not Specified,9.0,252.79,Regular Air,58.23,Don Jones,Northwest Territories,Surelockв„ў Post Binders,Small Box,,,,,,
18144.0,Critical,48.0,207.08,Regular Air,-131.82,Dorothy Wardle,Northwest Territories,Xerox 1971,Small Box,,,,,,
18308.0,Not Specified,30.0,114.12,Regular Air,15.73,Ann Chong,Northwest Territories,Durable Pressboard Binders,Small Box,,,,,,
18308.0,Not Specified,15.0,436.05,Regular Air,-92.58,Ann Chong,Northwest Territories,Fellowes 17-key keypad for PS/2 interface,Small Box,,,,,,
18308.0,Not Specified,49.0,5247.48,Regular Air,,Ann Chong,Northwest Territories,StarTAC ST7762,Small Box,,,,,,
19078.0,Critical,21.0,256.12,Regular Air,-18.19,Brendan Dodson,Northwest Territories,Staples 6 Outlet Surge,Small Box,,,,,,
19686.0,Medium,11.0,152.67,Regular Air,76.0,Alan Barnes,Northwest Territories,GBC Binding covers,Small Box,,,,,,
22151.0,High,49.0,465.83,Regular Air,-79.72,Beth Thompson,Northwest Territories,"Eldon Expressionsв„ў Desk Accessory, Wood Pencil Holder, Oak",Small Box,,,,,,
23264.0,Critical,16.0,108.42,Regular Air,-50.82,Clay Rozendal,Northwest Territories,Xerox 1930,Small Box,,,,,,
23264.0,Critical,27.0,78.47,Regular Air,17.99,Clay Rozendal,Northwest Territories,Avery 474,Small Box,,,,,,
24128.0,High,43.0,6583.91,Regular Air,,Eugene Barchas,Northwest Territories,CF 888,Small Box,,,,,,
